iteration,reward,episode_length,height_reward,upright_reward,tipped_over,collapsed,exploration,steps_per_second,speed_error,turn_error,stepping,leg_swing,dragging,ground_covered,landing_force,Curriculum/ease_in_landing/weight,Curriculum/ease_in_shake/weight,Curriculum/ease_in_smoothness/weight,Curriculum/ease_in_steadiness/weight,Curriculum/ease_in_straightness/weight,Episode_Reward/alive,Episode_Reward/effort,Episode_Reward/end_stops,Episode_Reward/fell_over,Episode_Reward/hard_landing,Episode_Reward/jitter,Episode_Reward/joint_shock,Episode_Reward/landing_speed,Episode_Reward/posture,Episode_Reward/rocking,Episode_Reward/shaking,Episode_Reward/skidding,Episode_Reward/swing_height,Episode_Reward/track_speed,Episode_Reward/track_turn,Episode_Reward/twitching,Episode_Reward/veering,Episode_Reward/wandering,Episode_Termination/time_out,Metrics/posture/error_height,Metrics/posture/error_pitch,Metrics/posture/error_roll
58,67.816063,987.22998,0.802633,0.790348,0.125,0.0,0.663973,66435.0,0.382165,1.815581,0.086892,0.469516,-0.086972,0.533793,7.390898,-0.1,-0.001,-0.01,-0.02,-0.2,0.495125,-0.004364,-0.007444,-0.000889,-0.000564,-0.374305,-0.174798,-0.027154,0.75603,-0.092827,-0.045004,-0.226134,-0.116929,1.018326,0.058308,-0.132716,-0.104783,-0.190698,4.0,0.01728,0.101052,0.108412
59,68.426353,949.25,0.730955,0.749417,0.25,0.0,0.660316,69019.0,0.350233,1.753727,0.080978,0.447052,-0.084445,0.516976,7.405416,-0.1,-0.001,-0.01,-0.02,-0.2,0.463503,-0.004099,-0.007907,-0.003865,-0.000547,-0.347105,-0.164861,-0.025601,0.721388,-0.084341,-0.041117,-0.217187,-0.112753,0.972608,0.054816,-0.123313,-0.041834,-0.099397,3.333333,0.014848,0.135791,0.164754
60,70.40535,981.150024,0.809197,0.78733,0.086957,0.0,0.657421,67062.0,0.378039,1.831787,0.082902,0.457481,-0.0842,0.524674,7.411666,-0.1,-0.001,-0.01,-0.02,-0.2,0.495608,-0.004318,-0.007045,-0.000725,-0.000545,-0.365984,-0.173034,-0.027367,0.744154,-0.090581,-0.044037,-0.226309,-0.1143,1.03778,0.05871,-0.130088,-0.073157,-0.126149,3.956522,0.018887,0.101162,0.13991
61,69.310921,964.01001,0.778606,0.770082,0.166667,0.0,0.654053,63662.0,0.35198,1.754345,0.074318,0.410049,-0.076168,0.500749,7.403886,-0.1,-0.001,-0.01,-0.02,-0.2,0.480892,-0.004137,-0.00797,-0.002083,-0.000497,-0.350563,-0.162663,-0.026189,0.699091,-0.08564,-0.042145,-0.215607,-0.103089,1.069287,0.058216,-0.124804,-0.084073,-0.112305,2.916667,0.016501,0.107121,0.140921
62,71.854141,980.780029,0.828162,0.821102,0.086957,0.0,0.650539,68978.0,0.370674,1.816966,0.084117,0.450601,-0.085482,0.554291,7.404819,-0.1,-0.001,-0.01,-0.02,-0.2,0.495648,-0.004194,-0.005298,-0.00087,-0.00052,-0.357763,-0.173719,-0.027407,0.739326,-0.089456,-0.045749,-0.22463,-0.107063,1.065348,0.059424,-0.127591,-0.063781,-0.09566,3.652174,0.013396,0.08855,0.101864
63,69.572884,967.51001,0.765641,0.780208,0.25,0.0,0.647279,67347.0,0.35517,1.73986,0.080039,0.444556,-0.084427,0.543876,7.404203,-0.1,-0.001,-0.01,-0.02,-0.2,0.481708,-0.00418,-0.007208,-0.002655,-0.00053,-0.343302,-0.166596,-0.026071,0.724325,-0.086331,-0.042833,-0.220429,-0.108931,1.035184,0.059125,-0.122748,-0.084712,-0.176109,3.375,0.017124,0.104236,0.151033
64,72.228104,987.919983,0.81777,0.806263,0.130435,0.0,0.643802,68848.0,0.36213,1.83444,0.08213,0.440913,-0.083749,0.541399,7.386002,-0.1,-0.001,-0.01,-0.02,-0.2,0.493152,-0.004229,-0.005968,-0.002087,-0.000527,-0.349098,-0.167732,-0.026162,0.734532,-0.088549,-0.04402,-0.213468,-0.108817,1.083776,0.058952,-0.124687,-0.072051,-0.140428,2.956522,0.015278,0.10361,0.127881
65,74.766212,994.0,0.817667,0.822323,0.041667,0.041667,0.640351,65661.0,0.356654,1.817457,0.075389,0.445787,-0.082201,0.546454,7.400756,-0.1,-0.001,-0.01,-0.02,-0.2,0.497758,-0.004337,-0.007098,-0.000694,-0.00054,-0.348317,-0.168114,-0.026705,0.737832,-0.085911,-0.043181,-0.221823,-0.111094,1.114965,0.062595,-0.124682,-0.066112,-0.15768,3.583333,0.016785,0.085567,0.122761
66,75.351044,983.340027,0.83364,0.813111,0.166667,0.0,0.636703,64812.0,0.348392,1.802889,0.078439,0.432577,-0.083514,0.564015,7.413764,-0.1,-0.001,-0.01,-0.02,-0.2,0.491051,-0.004175,-0.006736,-0.002044,-0.000524,-0.340341,-0.167827,-0.026737,0.732602,-0.086719,-0.045495,-0.226596,-0.105782,1.118672,0.059991,-0.121635,-0.085155,-0.123166,3.875,0.016956,0.106593,0.116319
67,74.761078,983.599976,0.848618,0.816706,0.043478,0.0,0.633241,63094.0,0.353629,1.821165,0.084719,0.45725,-0.085565,0.57279,7.408161,-0.1,-0.001,-0.01,-0.02,-0.2,0.496974,-0.004255,-0.008045,-0.000435,-0.000541,-0.341868,-0.170313,-0.026975,0.753803,-0.087357,-0.044056,-0.220444,-0.113661,1.128202,0.060994,-0.122623,-0.139459,-0.164782,3.26087,0.013739,0.098261,0.136948
68,75.653816,987.599976,0.825031,0.814235,0.130435,0.0,0.628849,66687.0,0.343836,1.818947,0.075921,0.429039,-0.080304,0.555362,7.416219,-0.1,-0.001,-0.01,-0.02,-0.2,0.494427,-0.004267,-0.00785,-0.001159,-0.00052,-0.336303,-0.165838,-0.026695,0.724668,-0.086102,-0.043671,-0.216409,-0.108123,1.156639,0.061061,-0.12079,-0.061514,-0.103247,4.043478,0.015666,0.100659,0.134551
69,75.751556,983.690002,0.845067,0.823738,0.125,0.0,0.625599,68364.0,0.339928,1.783793,0.082809,0.457173,-0.085135,0.603698,7.414205,-0.1,-0.001,-0.01,-0.02,-0.2,0.494164,-0.004221,-0.006885,-0.001056,-0.000544,-0.331449,-0.166594,-0.026866,0.74787,-0.085987,-0.042813,-0.213064,-0.112669,1.177704,0.062187,-0.119272,-0.103283,-0.159122,3.333333,0.01411,0.102419,0.120521
70,76.125999,980.890015,0.83494,0.814327,0.125,0.0,0.622313,69047.0,0.328043,1.797286,0.076712,0.426185,-0.082871,0.584568,7.424422,-0.1,-0.001,-0.01,-0.02,-0.2,0.48905,-0.004084,-0.006014,-0.001806,-0.000511,-0.32437,-0.163357,-0.026108,0.727403,-0.084477,-0.043666,-0.218203,-0.104747,1.199953,0.06095,-0.116755,-0.072911,-0.139853,3.416667,0.015331,0.089035,0.108675
71,76.832588,983.039978,0.83781,0.82842,0.130435,0.0,0.619223,70566.0,0.327608,1.761539,0.0744,0.445719,-0.084357,0.595231,7.411394,-0.1,-0.001,-0.01,-0.02,-0.2,0.491463,-0.004202,-0.006678,-0.001304,-0.000547,-0.323635,-0.164479,-0.026662,0.742967,-0.0833,-0.043396,-0.21321,-0.112285,1.200692,0.063662,-0.116766,-0.084298,-0.153143,3.608696,0.014287,0.090255,0.108787
72,76.681396,987.179993,0.819241,0.828337,0.083333,0.0,0.616152,68885.0,0.330261,1.77128,0.078972,0.42963,-0.084145,0.594287,7.423429,-0.1,-0.001,-0.01,-0.02,-0.2,0.49109,-0.004059,-0.007704,-0.001111,-0.000514,-0.32249,-0.162356,-0.026187,0.73161,-0.084171,-0.044872,-0.213753,-0.105253,1.194107,0.06312,-0.11652,-0.097203,-0.163148,3.916667,0.01495,0.099188,0.114506
73,78.900093,996.419983,0.841372,0.840388,0.041667,0.0,0.613015,68604.0,0.331949,1.799803,0.07491,0.425118,-0.082413,0.572504,7.403342,-0.1,-0.001,-0.01,-0.02,-0.2,0.498511,-0.004183,-0.005432,-0.000333,-0.000508,-0.322757,-0.164066,-0.026569,0.722477,-0.084727,-0.04316,-0.214824,-0.105906,1.205404,0.064835,-0.116693,-0.057321,-0.078097,3.291667,0.015298,0.086295,0.106614
74,78.66095,994.530029,0.848005,0.82457,0.083333,0.0,0.609925,64577.0,0.324902,1.793387,0.079104,0.456216,-0.087288,0.633723,7.445478,-0.1,-0.001,-0.01,-0.02,-0.2,0.497107,-0.004205,-0.007666,-0.000833,-0.000555,-0.319434,-0.164845,-0.026709,0.762775,-0.084633,-0.043545,-0.220078,-0.113294,1.245495,0.064005,-0.115282,-0.100745,-0.192288,3.791667,0.014819,0.103395,0.116218
75,79.825165,997.200012,0.855354,0.847035,0.043478,0.0,0.606679,66955.0,0.324719,1.781632,0.079567,0.46481,-0.090248,0.654335,7.404043,-0.1,-0.001,-0.01,-0.02,-0.2,0.498479,-0.004179,-0.006824,-0.000435,-0.00057,-0.316607,-0.162534,-0.026612,0.778038,-0.081979,-0.042203,-0.215294,-0.116255,1.2367,0.06689,-0.114858,-0.111137,-0.210389,4.565217,0.012368,0.079454,0.112316
76,79.950783,997.719971,0.85193,0.83379,0.041667,0.0,0.604207,66042.0,0.328182,1.762673,0.077486,0.445853,-0.085429,0.6258,7.408989,-0.1,-0.001,-0.01,-0.02,-0.2,0.498814,-0.004135,-0.007013,-0.000417,-0.000527,-0.313707,-0.163892,-0.026806,0.744529,-0.082204,-0.043217,-0.216522,-0.108469,1.225955,0.066962,-0.113864,-0.10017,-0.173764,3.916667,0.014259,0.099388,0.122435
77,79.425972,988.77002,0.828153,0.823806,0.083333,0.0,0.601325,67907.0,0.323557,1.73599,0.082784,0.44611,-0.08725,0.633214,7.395473,-0.1,-0.001,-0.01,-0.02,-0.2,0.490836,-0.004041,-0.005973,-0.001111,-0.00053,-0.304818,-0.158062,-0.025697,0.752009,-0.080358,-0.042856,-0.208796,-0.107439,1.214013,0.06668,-0.110534,-0.078657,-0.134732,3.333333,0.016862,0.086264,0.13375
78,81.698959,990.969971,0.844127,0.84046,0.083333,0.0,0.598024,69241.0,0.316151,1.760019,0.075833,0.434416,-0.080414,0.608824,7.42959,-0.1,-0.001,-0.01,-0.02,-0.2,0.494873,-0.004158,-0.008273,-0.001167,-0.000535,-0.304642,-0.154837,-0.026104,0.738923,-0.079352,-0.041341,-0.20653,-0.109947,1.261957,0.067171,-0.110325,-0.079262,-0.129693,3.5,0.01685,0.090346,0.115926
79,80.08474,988.549988,0.830859,0.825973,0.125,0.0,0.595738,67651.0,0.322747,1.740077,0.080336,0.448875,-0.087349,0.65022,7.410088,-0.1,-0.001,-0.01,-0.02,-0.2,0.493391,-0.00405,-0.007525,-0.00246,-0.000533,-0.30223,-0.159549,-0.025995,0.753597,-0.080415,-0.043863,-0.20775,-0.108105,1.222542,0.066591,-0.109986,-0.079893,-0.181228,3.416667,0.017322,0.120436,0.154671
80,80.749428,990.23999,0.841655,0.84744,0.045455,0.0,0.592456,65171.0,0.324013,1.765449,0.079989,0.44468,-0.085864,0.641255,7.41397,-0.1,-0.001,-0.01,-0.02,-0.2,0.497961,-0.00406,-0.006308,-0.000202,-0.000524,-0.301913,-0.161706,-0.026499,0.750264,-0.082336,-0.04431,-0.205057,-0.106264,1.240523,0.0667,-0.109971,-0.069731,-0.14951,3.363636,0.014599,0.083175,0.101471
81,82.116737,990.400024,0.857803,0.842648,0.083333,0.0,0.590151,66116.0,0.316896,1.737868,0.084757,0.438637,-0.086588,0.642162,7.422857,-0.1,-0.001,-0.01,-0.02,-0.2,0.493901,-0.004001,-0.006668,-0.000794,-0.000514,-0.296717,-0.160825,-0.026375,0.754465,-0.0812,-0.044137,-0.208219,-0.105553,1.251133,0.066455,-0.107849,-0.081222,-0.143774,4.25,0.011667,0.099412,0.112138
82,82.064552,976.25,0.853483,0.822584,0.217391,0.0,0.587085,67709.0,0.321979,1.743036,0.092513,0.466256,-0.092272,0.690899,7.404754,-0.1,-0.001,-0.01,-0.02,-0.2,0.490523,-0.003907,-0.006153,-0.001932,-0.000534,-0.293056,-0.158002,-0.025979,0.772849,-0.079271,-0.044645,-0.202133,-0.10801,1.214372,0.06728,-0.106793,-0.098982,-0.141509,4.304348,0.017117,0.104629,0.12189
83,80.583046,981.159973,0.84464,0.842429,0.190476,0.0,0.583959,70879.0,0.311374,1.715646,0.079304,0.430968,-0.084617,0.625161,7.428803,-0.1,-0.001,-0.01,-0.02,-0.2,0.489491,-0.004005,-0.006252,-0.00224,-0.000501,-0.288483,-0.158639,-0.026139,0.728601,-0.078608,-0.041503,-0.202283,-0.102889,1.249569,0.067888,-0.10531,-0.123645,-0.207672,3.285714,0.012511,0.081619,0.145456
84,83.029251,1000.0,0.868934,0.855586,0.083333,0.0,0.580671,67376.0,0.310019,1.723105,0.083509,0.459375,-0.088564,0.687337,7.399421,-0.1,-0.001,-0.01,-0.02,-0.2,0.498259,-0.004052,-0.006955,-0.000417,-0.000546,-0.291133,-0.158153,-0.026213,0.775002,-0.079021,-0.043167,-0.207992,-0.111344,1.289654,0.070213,-0.106174,-0.079312,-0.180703,7.625,0.015018,0.092355,0.112719
85,83.401695,992.5,0.857689,0.837341,0.291667,0.0,0.577945,66936.0,0.306049,1.687739,0.083084,0.437343,-0.08425,0.660052,7.425439,-0.1,-0.001,-0.01,-0.02,-0.2,0.490903,-0.003955,-0.007113,-0.00187,-0.00052,-0.284063,-0.153608,-0.025653,0.756632,-0.07709,-0.042656,-0.198628,-0.105229,1.271739,0.070269,-0.103464,-0.089036,-0.187162,7.541667,0.016078,0.102706,0.126891
86,83.396309,993.75,0.8673,0.854051,0.166667,0.0,0.574775,62266.0,0.304481,1.718843,0.079155,0.441513,-0.083992,0.664095,7.424886,-0.1,-0.001,-0.01,-0.02,-0.2,0.495918,-0.004056,-0.006486,-0.000689,-0.000529,-0.284649,-0.155236,-0.026109,0.756644,-0.077391,-0.040917,-0.199555,-0.108675,1.29669,0.071307,-0.104017,-0.076146,-0.156141,8.583334,0.013813,0.088426,0.117276
87,81.818771,979.880005,0.864533,0.851277,0.291667,0.0,0.572447,65106.0,0.303641,1.709067,0.079385,0.432046,-0.083424,0.650338,7.40871,-0.1,-0.001,-0.01,-0.02,-0.2,0.490974,-0.003996,-0.007481,-0.001375,-0.000514,-0.27928,-0.154522,-0.02595,0.745818,-0.076169,-0.041502,-0.199902,-0.104445,1.273797,0.070611,-0.102129,-0.082579,-0.185707,8.916667,0.01403,0.088595,0.11967
88,84.599159,1000.0,0.868565,0.855496,0.083333,0.0,0.570264,65695.0,0.304574,1.701214,0.080051,0.435752,-0.082592,0.650362,7.419893,-0.1,-0.001,-0.01,-0.02,-0.2,0.498264,-0.004038,-0.006998,-0.000366,-0.000528,-0.280821,-0.153327,-0.026227,0.753411,-0.076422,-0.041655,-0.197462,-0.10811,1.30438,0.072897,-0.102835,-0.071473,-0.158166,8.625,0.01395,0.08681,0.102478
89,85.148376,994.340027,0.878663,0.861456,0.041667,0.0,0.567224,66435.0,0.301262,1.727861,0.079586,0.418508,-0.080961,0.643088,7.407104,-0.1,-0.001,-0.01,-0.02,-0.2,0.498825,-0.003994,-0.006725,-0.000167,-0.000507,-0.2787,-0.153342,-0.026089,0.747204,-0.076129,-0.042411,-0.199216,-0.10314,1.33178,0.071915,-0.10173,-0.055279,-0.124404,7.166667,0.012316,0.087417,0.089981
90,85.199654,990.460022,0.871261,0.86588,0.041667,0.0,0.563674,65241.0,0.300948,1.684031,0.086506,0.45353,-0.087573,0.699681,7.376829,-0.1,-0.001,-0.01,-0.02,-0.2,0.496691,-0.003948,-0.007301,-0.000278,-0.000542,-0.276133,-0.152954,-0.02592,0.782309,-0.075379,-0.042095,-0.198075,-0.109382,1.314178,0.073945,-0.100941,-0.086637,-0.184839,6.333333,0.014172,0.08532,0.10955
91,85.120522,986.450012,0.867637,0.842997,0.166667,0.0,0.560212,66573.0,0.293551,1.703713,0.078761,0.427073,-0.080299,0.656018,7.404333,-0.1,-0.001,-0.01,-0.02,-0.2,0.493955,-0.003978,-0.006379,-0.000995,-0.000512,-0.270842,-0.148983,-0.025585,0.750143,-0.074337,-0.040597,-0.193023,-0.104052,1.329718,0.073118,-0.099024,-0.070987,-0.14825,6.0,0.014434,0.085953,0.113255
92,85.532051,992.23999,0.885722,0.868083,0.041667,0.0,0.557506,61825.0,0.292938,1.670981,0.079161,0.422852,-0.079673,0.642092,7.394401,-0.1,-0.001,-0.01,-0.02,-0.2,0.497694,-0.003979,-0.007547,-0.000238,-0.000514,-0.270059,-0.148832,-0.025772,0.750182,-0.073444,-0.040215,-0.191276,-0.104154,1.352085,0.076275,-0.098884,-0.064323,-0.136556,5.75,0.013534,0.087257,0.103831
93,84.919998,981.02002,0.870086,0.858467,0.125,0.0,0.554211,65594.0,0.295119,1.681837,0.084819,0.426797,-0.081649,0.664019,7.41172,-0.1,-0.001,-0.01,-0.02,-0.2,0.49633,-0.003932,-0.007227,-0.000463,-0.000504,-0.267571,-0.149195,-0.025666,0.756464,-0.073584,-0.041447,-0.191594,-0.101599,1.335581,0.075844,-0.097784,-0.07379,-0.162007,4.583333,0.013122,0.089413,0.108058
94,84.337532,981.130005,0.873952,0.857233,0.125,0.0,0.551261,63621.0,0.290381,1.68242,0.079792,0.41972,-0.080951,0.649466,7.423662,-0.1,-0.001,-0.01,-0.02,-0.2,0.492929,-0.003935,-0.006766,-0.001167,-0.000515,-0.263997,-0.146785,-0.025376,0.752433,-0.074433,-0.040636,-0.193782,-0.105811,1.331762,0.074727,-0.096387,-0.057531,-0.181248,3.625,0.01396,0.087964,0.100868
95,85.208801,999.23999,0.888995,0.861853,0.045455,0.0,0.548496,65616.0,0.292235,1.661371,0.089216,0.434978,-0.082597,0.685645,7.409521,-0.1,-0.001,-0.01,-0.02,-0.2,0.499825,-0.003881,-0.006092,-0.000909,-0.000509,-0.266936,-0.147991,-0.025364,0.76861,-0.074189,-0.042256,-0.187675,-0.102835,1.372024,0.077249,-0.097406,-0.08484,-0.220169,4.318182,0.013327,0.077988,0.098502
96,86.420509,996.909973,0.863031,0.862026,0.047619,0.0,0.54574,68688.0,0.29235,1.693074,0.083726,0.463885,-0.086964,0.712712,7.408633,-0.1,-0.001,-0.01,-0.02,-0.2,0.498776,-0.003988,-0.007201,-0.000317,-0.000551,-0.262114,-0.149606,-0.025658,0.777238,-0.073687,-0.040019,-0.192377,-0.113187,1.336489,0.075583,-0.096497,-0.080121,-0.191045,4.095238,0.016494,0.091833,0.10273
97,86.84874,985.210022,0.877684,0.854338,0.086957,0.0,0.542667,64870.0,0.292827,1.684629,0.091209,0.446932,-0.08501,0.697946,7.379302,-0.1,-0.001,-0.01,-0.02,-0.2,0.494239,-0.00385,-0.005617,-0.000638,-0.000523,-0.258832,-0.148588,-0.025348,0.7761,-0.072764,-0.041101,-0.182361,-0.106857,1.329586,0.075064,-0.094974,-0.0665,-0.194374,4.130435,0.013244,0.093676,0.104536
98,86.51149,981.109985,0.837862,0.828242,0.090909,0.045455,0.539768,64126.0,0.284952,1.611658,0.090374,0.42514,-0.082314,0.668571,7.373544,-0.1,-0.001,-0.01,-0.02,-0.2,0.478299,-0.003723,-0.007109,-0.0025,-0.000488,-0.24785,-0.143872,-0.024197,0.736892,-0.069468,-0.040283,-0.179577,-0.099453,1.276059,0.07463,-0.090818,-0.047649,-0.139694,4.227273,0.015737,0.097131,0.126125
99,89.024796,993.719971,0.876505,0.85966,0.083333,0.0,0.537089,67037.0,0.288936,1.672385,0.089558,0.450382,-0.083921,0.686386,7.375579,-0.108333,-0.001083,-0.010625,-0.02125,-0.2125,0.497215,-0.003871,-0.005676,-0.000833,-0.00053,-0.256192,-0.143481,-0.02505,0.769316,-0.071602,-0.040147,-0.178792,-0.108778,1.354924,0.07719,-0.094231,-0.038859,-0.115668,3.458333,0.01361,0.090524,0.129578
100,88.888878,993.539978,0.886802,0.871168,0.125,0.0,0.534322,62844.0,0.289568,1.6654,0.095129,0.422779,-0.080376,0.668731,7.392699,-0.3,-0.003,-0.025,-0.05,-0.5,0.497264,-0.003774,-0.007015,-0.000935,-0.000477,-0.253856,-0.144067,-0.025378,0.757322,-0.072857,-0.043523,-0.179307,-0.097387,1.369452,0.07936,-0.094336,-0.074182,-0.180101,3.833333,0.014332,0.087241,0.084837
101,86.617737,971.950012,0.858146,0.850328,0.166667,0.0,0.532419,64042.0,0.27959,1.63003,0.087469,0.441277,-0.079918,0.687041,7.401142,-0.3,-0.003,-0.025,-0.05,-0.5,0.485376,-0.003805,-0.006617,-0.001667,-0.000507,-0.245541,-0.141029,-0.026248,0.750129,-0.073863,-0.040991,-0.173953,-0.104771,1.333791,0.075021,-0.094793,-0.078959,-0.163464,3.916667,0.01647,0.093068,0.098458
102,89.212906,991.0,0.887004,0.86058,0.043478,0.0,0.529358,65437.0,0.280812,1.679126,0.091697,0.42246,-0.078719,0.67224,7.409735,-0.3,-0.003,-0.025,-0.05,-0.5,0.49511,-0.003803,-0.006458,-0.000435,-0.000495,-0.248211,-0.141102,-0.02753,0.756742,-0.075324,-0.044379,-0.176549,-0.101137,1.376399,0.078683,-0.098266,-0.065541,-0.137757,3.478261,0.013078,0.087767,0.101248
103,85.487404,977.960022,0.876447,0.853108,0.125,0.0,0.527617,64465.0,0.281874,1.637265,0.087141,0.426527,-0.080124,0.66068,7.419584,-0.3,-0.003,-0.025,-0.05,-0.5,0.491355,-0.003838,-0.005694,-0.000933,-0.000502,-0.244471,-0.142534,-0.028314,0.750813,-0.076722,-0.045327,-0.177493,-0.104709,1.348297,0.07923,-0.099587,-0.087478,-0.200688,3.458333,0.015613,0.090217,0.094068
104,86.991898,990.909973,0.890347,0.876915,0.045455,0.0,0.525342,59878.0,0.283788,1.658838,0.093946,0.443545,-0.083493,0.693057,7.400856,-0.3,-0.003,-0.025,-0.05,-0.5,0.499533,-0.003878,-0.006442,-0.000303,-0.000515,-0.247174,-0.142495,-0.029243,0.771459,-0.078704,-0.047922,-0.176061,-0.106529,1.386373,0.082366,-0.103595,-0.117156,-0.167859,3.409091,0.013381,0.09051,0.119115
105,89.569115,988.849976,0.887632,0.865495,0.083333,0.0,0.52283,63901.0,0.281344,1.642011,0.094481,0.433274,-0.080485,0.6903,7.412914,-0.3,-0.003,-0.025,-0.05,-0.5,0.493,-0.003751,-0.005972,-0.000972,-0.000494,-0.241153,-0.139657,-0.03047,0.761906,-0.080194,-0.049797,-0.17527,-0.101434,1.357392,0.080042,-0.104056,-0.040915,-0.11722,3.5,0.012161,0.081786,0.108076
106,88.042175,988.200012,0.891326,0.862731,0.043478,0.0,0.520719,64009.0,0.28239,1.649832,0.093357,0.423649,-0.078125,0.658101,7.375749,-0.3,-0.003,-0.025,-0.05,-0.5,0.497306,-0.003804,-0.006844,-0.000435,-0.000486,-0.243103,-0.143425,-0.032462,0.752748,-0.084794,-0.051619,-0.174115,-0.101045,1.380334,0.080759,-0.107671,-0.081046,-0.139297,3.217391,0.013019,0.092507,0.11126
107,87.828331,982.75,0.876354,0.862738,0.125,0.0,0.518214,64314.0,0.269001,1.588162,0.091476,0.424859,-0.077066,0.670919,7.389595,-0.3,-0.003,-0.025,-0.05,-0.5,0.488549,-0.003752,-0.005904,-0.001556,-0.000499,-0.234698,-0.13511,-0.032409,0.74503,-0.081674,-0.050948,-0.165275,-0.102332,1.388558,0.08447,-0.107041,-0.095108,-0.135832,3.583333,0.014444,0.093655,0.103874
108,89.68705,994.609985,0.883934,0.870121,0.043478,0.0,0.515945,65670.0,0.275223,1.633515,0.09818,0.43973,-0.080837,0.701402,7.389028,-0.3,-0.003,-0.025,-0.05,-0.5,0.49805,-0.003809,-0.006099,-0.00029,-0.000505,-0.237755,-0.137282,-0.032971,0.778387,-0.084675,-0.053204,-0.173641,-0.104687,1.411197,0.085173,-0.110723,-0.085177,-0.160483,3.782609,0.013196,0.090815,0.099731
109,89.927513,993.76001,0.897569,0.876207,0.043478,0.0,0.512443,66188.0,0.278712,1.637234,0.101317,0.451241,-0.082468,0.707965,7.3717,-0.3,-0.003,-0.025,-0.05,-0.5,0.499633,-0.003795,-0.006409,-0.000348,-0.000521,-0.236595,-0.137418,-0.034834,0.787805,-0.085715,-0.054809,-0.1674,-0.109509,1.414181,0.086245,-0.11336,-0.113576,-0.173226,3.652174,0.015448,0.086494,0.10977
110,87.888107,986.73999,0.887951,0.865555,0.086957,0.0,0.509863,50999.0,0.270304,1.600539,0.090235,0.4002,-0.075186,0.645278,7.389071,-0.3,-0.003,-0.025,-0.05,-0.5,0.492937,-0.003728,-0.00643,-0.000928,-0.000472,-0.231086,-0.135366,-0.035349,0.747649,-0.089192,-0.055939,-0.168417,-0.097961,1.405438,0.084937,-0.11337,-0.078384,-0.142786,3.695652,0.012701,0.085838,0.103048
111,87.959129,988.030029,0.885985,0.869365,0.125,0.0,0.507259,68282.0,0.272961,1.640071,0.09713,0.410005,-0.076014,0.66264,7.37043,-0.3,-0.003,-0.025,-0.05,-0.5,0.4955,-0.00369,-0.006581,-0.000903,-0.000466,-0.230912,-0.132476,-0.035542,0.754446,-0.089831,-0.059137,-0.16501,-0.096042,1.418333,0.084713,-0.115997,-0.077444,-0.154418,3.833333,0.014513,0.091965,0.115376
112,88.728409,988.419983,0.876033,0.86934,0.041667,0.0,0.504572,68075.0,0.277532,1.633654,0.101625,0.413606,-0.076645,0.660449,7.389927,-0.3,-0.003,-0.025,-0.05,-0.5,0.497929,-0.003684,-0.00623,-0.000208,-0.000465,-0.23022,-0.135127,-0.037245,0.751369,-0.091955,-0.061497,-0.164945,-0.097782,1.413217,0.08574,-0.118413,-0.069089,-0.119587,3.625,0.012749,0.075829,0.096185
113,89.539864,994.830017,0.88532,0.860083,0.043478,0.0,0.501956,70981.0,0.273284,1.642839,0.101311,0.447598,-0.082066,0.710654,7.371023,-0.3,-0.003,-0.025,-0.05,-0.5,0.497754,-0.003789,-0.006918,-0.000348,-0.000511,-0.22963,-0.133171,-0.038207,0.77015,-0.09408,-0.06018,-0.166962,-0.105469,1.408271,0.08542,-0.121611,-0.111238,-0.15636,3.565217,0.01448,0.080848,0.09513
114,87.878876,986.530029,0.878517,0.86016,0.083333,0.0,0.499919,71573.0,0.26515,1.587356,0.099522,0.400082,-0.074214,0.647701,7.37726,-0.3,-0.003,-0.025,-0.05,-0.5,0.488697,-0.003627,-0.006519,-0.001111,-0.00046,-0.221706,-0.129939,-0.038465,0.746449,-0.093431,-0.062844,-0.160507,-0.095317,1.409149,0.08552,-0.119546,-0.108696,-0.154907,3.708333,0.014478,0.107807,0.104157
115,88.23642,987.27002,0.88665,0.881781,0.041667,0.041667,0.498091,71563.0,0.273899,1.636236,0.102414,0.431851,-0.077536,0.674519,7.328851,-0.3,-0.003,-0.025,-0.05,-0.5,0.49833,-0.003743,-0.005869,-0.000833,-0.000476,-0.224748,-0.133408,-0.039518,0.760048,-0.098073,-0.065925,-0.16146,-0.100747,1.404329,0.086679,-0.124459,-0.080389,-0.153726,3.041667,0.011737,0.071177,0.089839
116,86.393204,987.26001,0.889557,0.863306,0.083333,0.0,0.49593,64185.0,0.271373,1.599296,0.106423,0.413206,-0.076727,0.660602,7.366437,-0.3,-0.003,-0.025,-0.05,-0.5,0.496209,-0.003643,-0.007131,-0.000476,-0.000463,-0.222717,-0.131972,-0.040474,0.753303,-0.097078,-0.068408,-0.161605,-0.096887,1.424405,0.089186,-0.125636,-0.12844,-0.155487,4.5,0.012867,0.089625,0.109407
117,88.262611,996.200012,0.902317,0.877073,0.043478,0.0,0.493191,70837.0,0.263961,1.588071,0.100094,0.423241,-0.075605,0.683379,7.365395,-0.3,-0.003,-0.025,-0.05,-0.5,0.498626,-0.003686,-0.006115,-0.00029,-0.000488,-0.221049,-0.13104,-0.042822,0.768272,-0.098132,-0.066052,-0.1566,-0.102002,1.451728,0.092719,-0.128015,-0.122884,-0.184753,4.086957,0.013901,0.087862,0.103772
